City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
204,cruzeiro do sul,-29.5128,-51.9853,281.21,91,30,0.78,BR,1686620741
205,colonia,50.9333,6.95,292.51,52,0,1.54,DE,1686620528
206,dickinson,29.4608,-95.0513,303.22,81,0,4.63,US,1686620640
207,haiku-pauwela,20.9219,-156.3051,303.16,48,40,9.26,US,1686620742
208,tofol,5.3248,163.0078,302.03,79,100,3.6,FM,1686620742
209,morant bay,17.8815,-76.4093,301.94,85,23,5.0,JM,1686620742
210,poyarkovo,49.6,128.6833,297.69,59,19,2.27,RU,1686620743
211,gubkinskiy,64.434,76.5026,278.77,60,6,8.53,RU,1686620743
212,guatrache,-37.6678,-63.5302,277.18,43,0,1.51,AR,1686620743
213,chahar burj,34.2448,62.1917,297.75,20,0,1.63,AF,1686620744
214,laguna,38.421,-121.4238,299.44,54,0,3.09,US,1686620744
215,balikesir,39.75,28.0,289.13,82,40,4.12,TR,1686620457
216,isangel,-19.55,169.2667,298.21,78,100,2.06,VU,1686620744
217,afaahiti,-17.75,-149.2833,301.08,69,23,8.48,PF,1686620745
218,tsaratanana,-16.7833,47.65,291.27,70,0,1.68,MG,1686620745
219,ligaya,12.6599,120.8923,302.93,71,100,1.65,PH,1686620745
220,illizi,26.4833,8.4667,304.04,17,0,4.88,DZ,1686620745
221,aasiaat,68.7098,-52.8699,272.33,84,42,4.31,GL,1686620746
222,miyaly,48.8844,53.7836,297.38,39,94,3.38,KZ,1686620746
223,shaowu,27.3409,117.4831,297.71,87,100,0.99,CN,1686620746
224,pisco,-13.7,-76.2167,293.18,73,2,4.12,PE,1686620746
225,kanggye,40.9695,126.5852,292.31,78,100,1.19,KP,1686620747
226,juli,-16.2167,-69.45,277.25,48,61,1.15,PE,1686620747
227,new norfolk,-42.7826,147.0587,285.33,79,91,1.54,AU,1686620747
228,mangrol,21.1167,70.1167,302.24,83,100,13.92,IN,1686620747
229,aberdeen,57.1437,-2.0981,289.07,96,52,1.03,GB,1686620471
230,lebu,-37.6167,-73.65,281.01,74,0,6.29,CL,1686620748
231,flin flon,54.7682,-101.865,296.49,29,2,4.19,CA,1686620462
232,constantia,44.1833,28.65,285.76,84,38,6.93,RO,1686620748
233,mareeba,-17.0,145.4333,298.39,71,54,2.09,AU,1686620749
234,tolanaro,-25.0319,46.9987,291.19,94,20,0.0,MG,1686620749
235,lodhikheda,21.5833,78.8333,306.56,37,96,4.5,IN,1686620749
236,feijo,-8.1642,-70.3536,295.78,98,35,0.66,BR,1686620749
237,badger,64.8,-147.5333,291.29,40,100,3.6,US,1686620750
238,soio,-6.1349,12.3689,295.61,90,20,2.87,AO,1686620750
239,betio village,1.358,172.9211,303.17,79,92,5.92,KI,1686620751
240,korla,41.7597,86.1469,305.18,19,97,5.32,CN,1686620751
241,kalengwa,-13.4659,25.0027,286.47,57,23,1.06,ZM,1686620752
242,saint-germain-du-puy,47.1,2.4833,291.3,100,70,1.54,FR,1686620752
243,melfort,52.8667,-104.6177,299.22,41,100,3.09,CA,1686620752
244,dryden,49.7833,-92.7503,295.31,40,0,2.06,CA,1686620752
245,cody,44.5263,-109.0565,290.6,80,75,2.06,US,1686620671
246,labytnangi,66.6572,66.4183,280.66,49,99,3.66,RU,1686620753
247,mahibadhoo,3.7833,72.9667,301.93,77,86,6.81,MV,1686620753
248,petukhovo,55.0692,67.9019,284.15,56,100,3.89,RU,1686620754
249,geraldton,-28.7667,114.6,287.38,72,0,5.14,AU,1686620754
250,kailua-kona,19.6406,-155.9956,302.13,83,40,4.63,US,1686620755
251,alofi,-19.0595,-169.9187,297.09,88,100,3.09,NU,1686620755
252,nagornyy,52.7959,83.5498,291.11,78,28,2.32,RU,1686620755
253,sept-iles,50.2001,-66.3821,291.51,63,100,1.03,CA,1686620727
254,broken hill,-31.95,141.4333,286.73,55,0,8.58,AU,1686620756
255,visby,57.6409,18.296,281.27,81,0,1.54,SE,1686620756
256,saynshand,44.8824,110.1163,299.94,18,8,3.05,MN,1686620756
257,vamospercs,47.5333,21.9,283.99,76,78,4.66,HU,1686620757
258,bouarfa,32.53,-1.95,294.2,54,0,6.15,MA,1686620757
259,lhasa,29.65,91.1,286.83,66,87,1.1,CN,1686620757
260,marsh harbour,26.5412,-77.0636,300.45,78,36,4.08,BS,1686620758
261,kourou,5.1552,-52.6478,298.18,90,77,2.85,GF,1686620758
262,lichinga,-13.3128,35.2406,288.2,77,0,0.0,MZ,1686620758
263,nantucket,41.2835,-70.0995,292.18,94,100,6.17,US,1686620729
264,crestview,30.7621,-86.5705,300.86,81,75,11.32,US,1686620759
265,tazacorte,28.629,-17.9293,294.69,85,100,5.14,ES,1686620759
266,tomatlan,19.9333,-105.25,298.76,79,23,1.93,MX,1686620759
267,iskateley,67.6803,53.1512,281.49,68,69,3.86,RU,1686620759
268,uturoa,-16.7333,-151.4333,300.42,69,25,6.94,PF,1686620759
269,chui,-33.6971,-53.4616,281.67,75,94,2.99,UY,1686620760
270,ilhabela,-23.7781,-45.3581,294.87,93,73,3.44,BR,1686620760
271,kashmor,28.4333,69.5833,308.14,40,0,6.85,PK,1686620760
272,dauphin,51.1494,-100.0502,299.23,53,0,2.06,CA,1686620489
273,tanout,14.9709,8.8879,303.35,44,5,3.6,NE,1686620761
274,ludwigslust,53.3167,11.5,286.94,74,0,2.66,DE,1686620761
275,mercedes,-34.6515,-59.4307,278.17,66,0,2.3,AR,1686620761
276,taltal,-25.4,-70.4833,286.12,80,0,0.94,CL,1686620762
277,tyukhtet,56.5389,89.3011,287.33,53,78,2.99,RU,1686620762
278,dondo,-19.6094,34.7431,291.88,70,24,2.62,MZ,1686620762
279,campos dos goytacazes,-21.75,-41.3,293.1,92,34,1.42,BR,1686620763
280,rybinsk,58.0446,38.8426,283.21,78,0,0.31,RU,1686620763
281,mahbubnagar,16.7333,77.9833,300.92,60,18,7.61,IN,1686620763
282,mohr,54.3528,9.7167,286.23,75,6,4.12,DE,1686620763
283,canico,32.6333,-16.85,292.99,82,20,3.09,PT,1686620764
284,richfield,44.8833,-93.283,299.29,33,20,4.12,US,1686620623
285,teluk nibung,3.001,99.8164,301.09,77,57,3.62,ID,1686620764
286,jaynagar,26.5833,86.15,304.74,55,0,4.51,IN,1686620764
287,ambalangoda,6.2355,80.0538,300.82,81,100,5.47,LK,1686620765
288,masterton,-40.9597,175.6575,285.86,68,17,3.55,NZ,1686620765
289,hovd,48.0056,91.6419,289.24,38,1,2.07,MN,1686620766
290,lautoka,-17.6167,177.4667,301.07,69,40,4.63,FJ,1686620766
291,pionerskiy,54.9508,20.2275,285.79,61,95,4.02,RU,1686620766
292,queenstown,-31.8976,26.8753,280.61,59,67,6.59,ZA,1686620766
293,karratha,-20.7377,116.8463,295.61,31,13,9.67,AU,1686620767
294,ulsteinvik,62.3432,5.8487,288.1,80,100,0.89,NO,1686620767
295,boende,-0.2167,20.8667,294.57,98,78,0.71,CD,1686620767
296,joensuu,62.6012,29.7632,286.42,50,0,3.6,FI,1686620768
297,aquiraz,-3.9014,-38.3911,301.2,85,1,3.86,BR,1686620768
298,tver,56.8619,35.8931,280.94,84,34,2.17,RU,1686620768
299,cloverdale,38.8055,-123.0172,298.26,62,47,2.68,US,1686620768
300,fale old settlement,-9.3852,-171.2468,301.6,77,12,6.53,TK,1686620769
301,maputo,-25.9653,32.5892,292.16,85,75,3.6,MZ,1686620769
302,merizo village,13.2658,144.6691,303.14,79,12,7.78,GU,1686620769
303,bhan,26.5583,67.7214,306.59,47,100,5.57,PK,1686620769
304,guaimaca,14.5333,-86.8167,295.52,89,100,1.8,HN,1686620684
305,gillette,44.2911,-105.5022,289.74,86,100,1.54,US,1686620517
306,mmabatho,-25.85,25.6333,276.13,81,0,2.57,ZA,1686620770
307,ercis,39.0287,43.3586,289.22,55,63,2.35,TR,1686620770
308,phak hai,14.4574,100.3699,303.72,60,98,5.17,TH,1686620770
309,saldanha,-33.0117,17.9442,287.88,84,100,8.05,ZA,1686620771
310,turtas,58.9417,69.1325,283.16,49,6,2.88,RU,1686620771
311,loboc,9.6383,124.0348,303.44,68,85,2.0,PH,1686620771
312,hammerfest,70.6634,23.6821,279.4,81,100,7.2,NO,1686620771
313,bamenda,5.9527,10.1582,290.67,98,100,0.95,CM,1686620772
314,east london,-33.0153,27.9116,289.35,46,89,8.5,ZA,1686620772
315,prince rupert,54.3161,-130.3201,287.98,79,100,9.26,CA,1686620772
316,fort irwin,35.2627,-116.6848,302.05,24,0,3.6,US,1686620772
317,santiago de cao,-7.9589,-79.2392,295.22,83,75,5.14,PE,1686620773
318,beitbridge,-22.2167,30.0,290.69,50,17,5.53,ZW,1686620773
319,qaisumah,28.3112,46.1273,304.13,18,0,2.06,SA,1686620773
320,douentza,14.9951,-2.9517,301.34,56,95,3.22,ML,1686620773
321,karasburg,-28.0167,18.75,278.47,87,0,3.26,NA,1686620773
322,shakawe,-18.3667,21.85,283.15,28,2,2.82,BW,1686620774
323,manacapuru,-3.2997,-60.6206,298.57,84,56,1.96,BR,1686620774
324,nuuk,64.1835,-51.7216,273.49,100,100,2.57,GL,1686620774
325,caribou,46.8606,-68.012,294.39,68,0,0.45,US,1686620775
326,vila franca do campo,37.7167,-25.4333,292.38,98,100,5.08,PT,1686620775
327,susuman,62.7833,148.1667,287.63,73,100,3.63,RU,1686620775
328,tenosique,17.4833,-91.4333,305.61,47,14,4.14,MX,1686620775
329,pandan,14.0453,124.1694,304.85,61,100,2.42,PH,1686620776
330,uttar char fasson,22.2332,90.7132,303.09,79,83,5.72,BD,1686620776
331,markovo,57.3206,107.0881,286.26,41,100,4.64,RU,1686620776
332,port lincoln,-34.7333,135.8667,287.12,57,92,10.39,AU,1686620777
333,williams lake,52.1415,-122.1445,301.91,22,40,4.12,CA,1686620777
334,acapulco de juarez,16.8634,-99.8901,304.05,74,40,3.09,MX,1686620778
335,marquelia,16.5833,-98.8167,301.69,76,96,1.68,MX,1686620779
336,howard springs,-12.497,131.047,302.49,30,100,4.68,AU,1686620779
337,la libertad,-2.2333,-80.9,298.58,81,97,4.13,EC,1686620779
338,carbonear,47.7332,-53.2148,281.06,91,100,7.52,CA,1686620780
339,radviliskis,55.8167,23.5333,284.18,62,95,3.09,LT,1686620780
340,kalavai,12.7703,79.42,303.94,52,87,5.62,IN,1686620780
341,ben gardane,33.1378,11.2197,297.88,50,89,3.26,TN,1686620781
342,puerto baquerizo moreno,-0.9,-89.6,299.11,82,24,5.33,EC,1686620781
343,pakokku,21.3333,95.1,303.49,61,74,5.62,MM,1686620781
344,crane,31.3974,-102.3501,306.74,12,1,4.48,US,1686620781
345,klyuchi,52.2667,79.1667,290.79,64,16,4.15,RU,1686620782
346,alice springs,-23.7,133.8833,291.05,31,0,4.63,AU,1686620782
347,valparaiso,-33.0393,-71.6273,277.95,100,0,2.57,CL,1686620782
348,palikir - national government center,6.9248,158.1611,304.56,66,100,5.14,FM,1686620782
349,seeb,23.6703,58.1891,307.2,36,0,1.03,OM,1686620783
350,aykhal,66.0,111.5,287.45,36,13,7.45,RU,1686620783
351,barakani,-12.1356,44.4317,297.37,74,14,1.63,KM,1686620783
352,martapura,-3.4167,114.85,303.2,74,20,4.12,ID,1686620783
353,kolonia,50.9333,6.95,292.51,52,0,1.54,DE,1686620566
354,shizunai-furukawacho,42.3339,142.3669,289.76,84,98,4.0,JP,1686620784
355,salekhard,66.53,66.6019,280.45,50,100,3.93,RU,1686620606
356,labuan bajo,-8.4964,119.8877,301.59,59,10,1.0,ID,1686620784
357,san luis de la loma,17.2706,-100.8939,301.53,74,5,3.46,MX,1686620785
358,ola,59.5833,151.2833,292.12,91,89,5.19,RU,1686620785
359,quchan,37.106,58.5095,294.9,32,0,0.13,IR,1686620785
360,yavatmal,20.4,78.1333,305.26,42,20,7.85,IN,1686620785
361,tual,-5.6667,132.75,299.99,82,100,9.25,ID,1686620786
362,jayapura,-2.5333,140.7,302.81,96,99,2.66,ID,1686620786
363,petrovsk,52.3064,45.3917,282.93,87,100,5.63,RU,1686620786
364,sao jose da coroa grande,-8.8978,-35.1478,298.14,84,18,4.88,BR,1686620786
365,katsuren-haebaru,26.3369,127.8719,301.58,96,75,2.06,JP,1686620787
366,mulchen,-37.7167,-72.2333,276.25,86,0,1.95,CL,1686620787
367,punta del este,-34.9667,-54.95,284.8,68,75,5.36,UY,1686620521
368,happy valley-goose bay,53.3168,-60.3315,289.32,48,100,1.54,CA,1686620787
369,anar darah,32.7587,61.654,300.01,15,0,4.31,AF,1686620788
370,prainha,-1.8,-53.48,296.4,97,24,1.33,BR,1686620788
371,zhangjiakou shi xuanhua qu,40.6103,115.0447,298.23,33,52,3.36,CN,1686620788
372,dunedin,-45.8742,170.5036,286.37,63,77,2.68,NZ,1686620627
373,gadzhiyevo,69.2551,33.3362,282.5,70,100,3.79,RU,1686620789
374,guiuan,11.0333,125.7247,302.48,72,100,4.51,PH,1686620789
375,penaranda de bracamonte,40.9011,-5.2003,287.23,88,51,1.86,ES,1686620790
376,bay roberts,47.5999,-53.2648,281.51,91,100,3.58,CA,1686620790
377,bikenibeu village,1.3673,173.1241,303.13,79,40,2.57,KI,1686620790
378,alaghsas,17.0187,8.0168,304.28,36,92,2.07,NE,1686620790
379,vilyuchinsk,52.9306,158.4028,297.3,46,0,1.56,RU,1686620791
380,arraial do cabo,-22.9661,-42.0278,295.19,91,4,3.38,BR,1686620791
381,al marj,32.488,20.8317,290.9,97,23,1.22,LY,1686620791
382,vallenar,-28.5708,-70.7581,282.95,80,0,0.44,CL,1686620573
383,sandwip,22.4678,91.4561,301.17,87,97,7.95,BD,1686620792
384,paradip garh,20.3167,86.6167,305.5,66,81,4.97,IN,1686620792
385,santa maria zolotepec,19.4158,-99.4944,298.01,20,20,6.69,MX,1686620792
386,nago,26.5881,127.9761,301.62,97,100,6.12,JP,1686620792
387,christchurch,-43.5333,172.6333,286.19,78,75,4.12,NZ,1686620793
388,tsiombe,-25.3,45.4833,290.24,96,13,2.73,MG,1686620793
389,labrador city,52.9463,-66.9114,285.1,71,20,0.0,CA,1686620793
390,ulladulla,-35.35,150.4667,291.64,46,100,4.52,AU,1686620794
391,retreat,38.8245,-85.8533,289.37,71,0,1.93,US,1686620794
392,spisska nova ves,48.9446,20.5615,279.7,94,100,2.64,SK,1686620794
393,naracoorte,-36.9579,140.7383,285.87,75,100,7.62,AU,1686620794
394,volksrust,-27.3654,29.8818,277.35,82,0,3.33,ZA,1686620795
395,zheleznodorozhnyy,55.7503,38.0042,281.9,75,0,2.6,RU,1686620795
396,lesosibirsk,58.2358,92.4828,287.03,62,52,3.55,RU,1686620795
397,sangmelima,2.9333,11.9833,292.51,100,100,1.41,CM,1686620795
398,gardelegen,52.5252,11.3952,285.82,66,4,2.06,DE,1686620796
399,sur,22.5667,59.5289,305.78,46,100,3.03,OM,1686620796
400,keetmanshoop,-26.5833,18.1333,278.66,81,0,1.03,NA,1686620796
401,tinajo,29.0788,-13.7081,294.64,78,20,4.12,ES,1686620796
402,mizdah,31.4451,12.9801,295.71,45,0,2.49,LY,1686620797
403,bardsir,29.9227,56.5743,295.56,35,10,1.44,IR,1686620797
404,chernyshevskiy,63.0128,112.4714,288.83,31,2,1.08,RU,1686620797
405,fuxin,42.0156,121.6589,296.39,47,3,3.39,CN,1686620798
406,shahgarh,24.3167,79.1333,308.52,33,39,6.69,IN,1686620798
407,bako,5.7833,36.5667,290.5,85,96,1.55,ET,1686620798
408,ak-dovurak,51.1833,90.6,288.74,56,13,0.04,RU,1686620799
409,maisi,43.0395,41.2621,288.9,90,86,1.96,GE,1686620799
410,newborough,52.6389,-0.2233,287.58,91,9,4.12,GB,1686620799
411,datong,40.0936,113.2914,296.52,29,0,4.99,CN,1686620799
412,nagqu,31.5,92.0,281.27,60,100,3.77,CN,1686620800
413,port hedland,-20.3167,118.5667,296.18,23,40,8.75,AU,1686620800
414,macenta,8.5435,-9.471,293.74,100,99,0.66,GN,1686620801
415,kerikeri,-35.2268,173.9474,290.32,68,1,2.68,NZ,1686620801
416,kargat,55.1956,80.2811,286.05,52,100,2.18,RU,1686620801
417,thames,-37.1333,175.5333,286.22,62,0,2.68,NZ,1686620801
